search_category,job_title,company_name,location,salary,experience_years,final_job_description,state
Data Scientist,Data Scientist,"DEL REY Systems & Technology, Inc","Port Hueneme, CA 93043",90000.0 - 105872.0,,data scientist ii ppl nswc phd naval surface warfare center port hueneme division status contingency announcement award imminent ssc active secret security clearance please see labor category posted summary naval surface warfare center port hueneme division nswc phd part larger naval sea system command nswc phd mission research development test evaluation service engineering logistics support u navy military service government agency focus area combat system unmanned system surface ship system labor category require active secret clearance dod data scientist ii desired education bachelor degree related technical field desired three years software integration testing analyzing implementing test plan script frequent scripting language use python r using package commonly used data science application advanced analytics data science data mining statistic graph algorithm support analytics objective company overview del rey system technology inc del rey small veteran owned defense contractor founded headquartered san diego california believe recruiting developing best professional field although corporate office california employee supporting customer coast many state employment consideration please submit resume word let u know applying del rey proud offer competitive compensation comprehensive package benefit traditional k roth retirement account medical dental vision fsa vacation sick basic term life insurance assistance program voluntary supplemental insurance del rey complies applicable federal civil right law discriminate welcome applicant always looking skilled employee possessing desire join contribute focused company committed sustaining superior customer satisfaction employment consideration please respond board career page reference seeking disclaimer indicates general nature construed complete final time sensitive interested,CA
Data Scientist,Data Scientist,FanDuel,"New York, NY",116000.0 - 145000.0,1+,roster opening name fanduel looking data scientist drive sportsbook customer generosity distribution bonus spend optimization customer segmentation modeling automation reporting data analysis across area sportsbook generosity distribution using numerical technology capability play key bonus spend research optimization communication result crm commercial senior management great somebody want environment curiosity rewarded people empowered make decision ideal passion continual learning developing innovative solution business problem game plan everyone part play take data science project start finish working stakeholder agree project kpis reporting progress outcome throughout project agreed cadence deliver high quality analysis customer segmentation predictive model help drive incremental revenue optimal automated bonus spend distribution improve understanding customer behavior efficiency promotion effectiveness bonus spend idea generation exploratory analysis develop new innovative way turn behavior feature use analysis segmentation predictive modeling create modify evolve model solve business problem show demonstrable improvement department kpis demonstrate accurate insight prediction using easy interpret visualization clear explanation result recommendation method bias limitation data engineering analytics engineer optimize data quality data modeling pipeline take learn necessary technique develop ability independence integrity accuracy collaborate key stakeholder help identifying area improvement support strategic objective assist coaching developing performance managing less experienced member contribute new idea data science project demonstrable potential improve revenue performance customer stats looking next teammate minimum year previous data science analytics minimum year building deploying complex machine learning model real world application developed technical set facilitates high quality efficient comprehensive quantitative analysis proficient sql manipulating large datasets microsoft excel proficient statistical programming software technique eg python r c vba etc strong communication presentation experienced explaining technical project non technical stakeholder working data visualization tool like tableau advantage undergraduate degree numerate technical discipline interest sport plus interest sport betting industry advantage fanduel group premier mobile gaming company united state fanduel group consists portfolio leading brand across mobile wagering america sportsbook fanduel sportsbook leading igaming platform fanduel casino industry unquestioned leader horse racing advance deposit wagering fanduel racing daily fantasy sport product addition fanduel group operates fanduel tv broadly distributed linear cable television network fanduel tv leading direct consumer ott platform fanduel group presence across state puerto rico company based new york u office los angeles atlanta jersey city well global office canada scotland company affiliate office worldwide ireland portugal romania australia fanduel group subsidiary flutter entertainment world largest sport betting gaming operator portfolio globally recognized brand traded new york stock exchange nyse flut player benefit treat right offer amazing benefit beyond basic array health plan choose low per paycheck program fertility family planning mental health support fitness benefit offer generous pto sick leave annual bonus long term incentive opportunity based performance k match commuter benefit pet insurance check benefit fanduel total reward benefit differ across level fanduel opportunity believe one principle state one committed employment regardless race color ethnicity ancestry religion creed sex national origin sexual orientation age citizenship status marital status disability gender identity gender expression veteran status another characteristic protected state local federal law believe fanduel strongest best compete employee feel valued respected included applicable range usd dependent variety factor relevant business need market demand may offer following benefit medical vision dental insurance life insurance disability insurance k matching program among benefit may also eligible short term long term incentive compensation limited cash bonus stock program participation includes paid personal time paid company holiday fanduel offer paid sick time accordance applicable state federal law li hybrid,NY
Data Scientist,Data Scientist I,Knowesis,"Coronado, CA",,,data scientist coronado ca environment site security clearance secret status funded knowesis currently seeking data scientist support united state special operation command preservation force family ussocom potff program identifying implementing innovative valuable solution across special operation force sof enterprise aimed improving short long term well sof warrior family performed site coronado ca requires secret clearance u citizenship applicant without proof u citizenship considered due positions security clearance limited following conduct basic data analytics data manipulation data mining exploratory analysis predictive analysis statistical analysis u scientific technique correlate data graphical written visual verbal narrative product enabling informed analytic decision enter analyze data within government system maintain dashboard automate data analysis identifying interpreting presenting trend designed record potff related programmatic data assist potff staff survey design create analyze report survey data consultation assistance supported unit potff staff identify opportunity method capturing data related potff program initiative consultation potff program staff governments potff biostatistician subject matter expertise area program evaluation research methodology data analysis use statistic modeling tool data visualization technique way see understand trend outlier pattern data produce report presentation accurately convey data trend supporting mission bachelor degree quantitative science social science related discipline basic proficiency suite microsoft office program word excel access basic proficiency commonly used statistical software application spss sa python r shiny read write speak english fluently clearly effectively communicate personnel interact possess excellent verbal written interpersonal communication presentation shall highly detail oriented possess sufficient initiative interpersonal relationship social sensitivity relate constructively variety contact diverse background preferred certification documented human performance working special operation athletics sport military setting strong technical analytical following data visualization development power bi tableau microsoft power apps knowesis committed providing employment opportunity individual based merit prohibit discrimination aspect employment title vii civil right act applicable federal law company value applicant employee foster environment everyone treated respect dignity notify applicant right pursuant federal employment law please review know right notice department labor,CA
Data Scientist,Data Scientist III,Veracyte,"San Diego, CA",130000.0 - 150000.0,3+,veracyte offer exciting career opportunity interested joining pioneering committed transforming cancer care patient across globe working veracyte enables employee make meaningful impact life patient also learn grow within purpose driven environment call veracyte way together guided value give clinician insight need help patient make life changing decision value seek better way innovate boldly learn setback resilient pursuit transform cancer care make happen act urgency commit quality bring fun hard stronger together collaborate openly seek understand celebrate win care deeply embrace difference right thing encourage data scientist veracyte data engineering leverage data diverse internal external source derive actionable insight develop predictive model support company mission improving diagnostic accuracy collaborates closely data engineer technical program manager tpm cross functional scrum environment deliver high impact data solution aligned veracytes global data strategy digital transformation goal open u remote working pst hour key data analysis modeling analyze large complex datasets veracyte lakehouse eg genomic clinical operational data identify trend pattern develop deploy machine learning model using tool like amazon sagemaker python application biomarker discovery clinical decision support collaboration gathering tpm stakeholder define data science user story inclusion jira backlog partner data engineer ensure data pipeline cataloged datasets meet analytical need model development optimization build validate refine ai ml model eg llm refinement verachat rag support ai training operational dashboard optimize model performance scalability within cloud environment like aws snowflake data interpretation reporting translate data insight actionable recommendation business operation rd healthcare provider create visualization report communicate finding technical non technical audience support data strategy contribute development data driven strategy providing analytical expertise ensure model analysis comply data governance security policy knowledge sharing mentor junior member promote culture continuous learning data science practice stay updated emerging tool technique enhance capability education bachelor master degree data science computer science statistic related field year b year data science similar healthcare genomic data plus technical proficiency python r similar language data analysis modeling aws service eg sagemaker redshift snowflake data processing storage familiarity machine learning framework eg tensorflow pytorch data visualization tool eg matplotlib tableau knowledge sql data cataloging concept advantageous soft strong analytical problem solving excellent communication collaborate cross functional scrum setting ability effectively fast paced innovative environment li remote offer veracyte growing company offer significant career opportunity curious driven patient oriented aspire help u build great company offer competitive compensation benefit committed fostering inclusive workforce diverse background represented engaged empowered drive innovative idea decision thrilled recognized certified great place work u israel testament dynamic inclusive inspiring workplace passion meet purpose veracyte nasdaq vcyt global genomic diagnostics company improves patient care providing answer clinical question informing diagnosis treatment decision throughout patient journey cancer disease company growing menu genomic test leverage advance genomic science technology enabling patient avoid risky costly diagnostic procedure quicken time appropriate treatment company test lung cancer prostate cancer breast cancer thyroid cancer bladder cancer idiopathic pulmonary fibrosis available patient lymphoma subtyping renal cancer test development veracytes exclusive global license best class diagnostics instrument platform company positioned deliver test patient worldwide veracyte based south san francisco california please follow company x formerly twitter veracyte inc consider qualified applicant employment without regard race color religion sex sexual orientation gender identity national origin protected veteran status disability status veracyte participates e verify united state view ccpa disclosure notice receive suspicious alert communication linkedin online site veracyte please exercise caution promptly report concern careersveracytecom,CA
Data Scientist,Data Scientist II,AccuWeather Careers,"State College, PA",,2-5,seeking data scientist ii join dynamic data science combine atmospheric science meteorology advanced analytics power life saving weather intelligence contribute directly enhancing accuweather lightning network aln critical weather system applying data science ai improve accuracy reliability decision making tool used million key enhance accuweather lightning network developing workflow improve detection rate accuracy false alarm reduction integrate meteorological expertise modeling framework data pipeline scalable operational weather system design implement verification method assess performance lightning detection system using observational satellite reanalysis datasets collaborate data scientist ml engineer applied meteorologist improve predictive model decision support tool communicate finding technical non technical stakeholder translating complex science actionable insight analyze validate lightning weather related datasets identifying area improvement model enhancement support etl process data engineering ensuring data quality meteorological consistency standardization participate cross functional project applying lightning weather insight business use case explore new ai ml geospatial approach research prototyping improve detection forecasting maintain clear documentation reproducible workflow contribute research review year applying meteorological algorithm model similar technology equivalent academic research familiarity meteorological datasets data transformation quality control method exposure remote sensing data satellite radar interest expanding lightning detection expertise proficiency programming language python sql c analysis modeling automation familiarity big data technology spark hadoop process large datasets strong understanding data science fundamental statistical analysis ml concept geospatial analytics ability collaboratively multidisciplinary contribute scientific technical insight strong communication presenting finding diverse audience demonstrated curiosity initiative exploring new scientific method technology datasets accuweather recognized documented accurate used source weather forecast warning world saved life prevented injury people saved company ten billion dollar better planning decision making billion people around world rely accuweathers proven superior accuracy across consumer digital platform accuweathercom weather destination one top visited website world award winning accuweather app delivers detailed real time forecast million smartphones accuweather forecast also appear digital signage newspaper heard radio station viewed television station accuweather network accuweather now reach audience million cable streaming platform directv charter communication spectrum verizon philo frndly tv comcasts xfinity x xfinity stream roku xumo rockbot lg amazon freevee accuweather business serf half fortune company thousand business government agency globally dr joel myers founder executive chairman established accuweather considered father modern commercial meteorology myers leading creative thinker visionary called accurate man weather new york time recognized one top entrepreneur american history entrepreneur encyclopedia entrepreneur commitment diversity inclusion accuweather proud affirmative action committed employment applicant existing employee evaluate qualified applicant without regard race creed color national origin sex pregnancy gender identity expression sexual orientation age ancestry physical mental disability marital status political affiliation religion citizenship status genetic veteran status basis protected applicable federal state local law accuweather committed working providing individual disability need disability part employment process please send e mail humanresourcesaccuweathercom let u know nature request,PA
Data Scientist,"Data Analyst/Scientist, Mid-level - FAA",COBEC INC,"500 Lenfant Plz SW Ste 1100, Washington, DC 20024",90000.0 - 140000.0,,data analyst scientist mid level faa function data analysis data science remote site cobec site dc come office client integrator collaboration meeting remote option yes range k security u citizen legal resident three past five year public trust cannot granted without meeting residency meet eligibility u public trust security clearance moderate risk soft credit check criminal background check please refer criterion listed cfr understand public trust suitability culture cobec consistently breaking current mold delivering service government client mean believing people first mentality building high performance empowering people make informed decision without going large bureaucratic system cobec value well employee bestows tremendous trust people negotiate non obligation cobec someone bring whole self never compromise authenticity fit lastly believe goal mission customer interpersonal relationship client stakeholder people value expectation successful embodies value cobec realize important however cobec belief persons ability align value relationship leadership passion accountability integrity innovation quality teamwork diversity commitment respect important driver success addition exhibiting value successful expected high performer organized dynamic positive attitude summary advanced analytical mathematical technique solve complex decision problem use high performance computing big data analytics data visualization tool technique assist making acquisition decision maximize operational effectiveness efficiency support federal aviation administration faa year relevant requires equivalent year data mining trend analysis statistical research modeling simulation specific federal aviation administration faa aviation industry desired essential function following normal omission specific statement exclude similar related logical assignment may assigned individual support data collection normalization statistical modeling simulation development quantitative analysis support federal aviation administration individual create visualization dashboard flow chart graph brief stakeholder individual interest ability thrive dynamic environment constantly evolving priority individual self motivated proactive player contribute effectively working group oral written communication education bachelors degree preferably data science engineering mathematics operation research physic economics similar masters degree plus preferred data visualization tool tableau power bi desired sql database management desired matlab sa python r java c vba office product desired knowledge cost estimating risk tool aceit seer sem risk crystal ball plus travel occasional travel needed client company eeo cobec consulting inc employment decision made without regard race color religion sex age sexual orientation gender identity national origin disability veteran status protected federal state local law eeo law,DC
Data Scientist,Data Scientist,"EV Group, Inc.","8000 South Federal Way, Boise, ID 83716",,,title data scientist wafer bonding overlay report director technology north america boise idaho summary identifies trend pattern anomaly found data set performing extensive data analysis develop insight performs data mining cleaning aggregation process prepare data implement data model conduct analysis develop database interprets result multiple structured unstructured data source using programming statistical analytical technique tool collaborates understand data analysis project underlying purpose focus objective design develops implement valuable data driven solution organization essential perform successfully individual perform primary satisfactorily listed representative knowledge ability determine data available useful project collect categorize analyze data create validate test update algorithm model use data visualization software present finding analyze large amount complex data extract insight drive decision making develop statistical model machine learning algorithm predictive analytics solution address business challenge design experiment test hypothesis measure effectiveness solution make business recommendation based data analysis travel domestically internationally overnight needed time assigned additional ability analyze complex data set derive actionable insight high performance engineering strong problem solving ability think critically creatively stay updated latest advancement data science semiconductor manufacturing process improve methodology tool continuous improvement complies evg customer cleanroom policy ability well minimal supervision well excellent verbal written communication ability effectively collaborate internal external customer regarding current issue education bachelor master degree data science computer science engineering related field least two year proven data analysis machine learning statistical modeling preferably semiconductor manufacturing environment industry overlay analysis beneficial fusion hybrid bonding technology advanced stepper technology plus excellent oral written communication ability effectively present factory employee engineer statistical modeling analysis using tool jmp r minitab matlab origin fluency scripting language python jsl capability automating analysis familiarity working time series data visualization technique knowledge ai ml framework predictive analytics proficiency sql nosql database scalable data pipeline development applying data cleansing outlier identification missing data technique world plus mandatory providing data driven intelligence optimization manufacturing process physical demand performing individual regularly stand sit reach hand arm stoop kneel crouch crawl lift move pound visual acuity individual use hand finger handle feel object tool control frequently reach hand arm shoulder level occasionally ability wear proper cleanroom attire inside fab cleanroom time additional comment way state implies performed follow related instruction perform related requested person authorized give instruction assignment review excluded marginal function incidental performance fundamental essential function subject possible modification reasonably accommodate individual disability perform successfully incumbent possess aptitude ability perform proficiently may exclude individual pose direct threat significant risk health safety others listed document minimum level knowledge ability,ID
Data Scientist,Bioinformatician/data scientist,Nelson Scientific Labs Llc,"7811 Montrose Road, Potomac, MD 20854",75000.0 - 85000.0,,benefit k matching competitive health insurance nelson scientific lab seek bioinformatician data scientist strong background biological science support big data analysis using statistical bioinformatics approach prediction model building compliance fda biomarker guideline federally funded biomedical research project successful hold phd bioinformatics biostatistics computational biology computer science closely related discipline successful also brings sincere desire learn adapt new challenge develop novel approach harmonizing multiple large datasets used medical device research development requires incumbent ability independently part multi disciplinary well solid programming analytical set includes competency r python database application previous analysis multi omics data metabolomics lipidomics proteomics transcriptomics highly desirable limited following develop maintain integrated r python based analytical pipeline based around instrument manufacturers software publicly available resource de novo processing raw data peak alignment background subtraction feature extraction selection statistically significant feature conduct develop detailed report advanced innovative multi omics data analysis support biomarker discovery confirmation validation use pathway database metlin gen kegg pathway compound test hypothesis identify feature interest build molecular mechanism underlying phenotype investigation implement machine learning ai tool analysis integration multi omics data transcriptomics proteomics mirna data set develop documentation fda reporting amp phd accredited program bioinformatics biostatistics another closely related field analyzing multi dimensional omics data r bioconductor familiarity fda vitro diagnostic device software regulatory guideline demonstrated track record supporting data science research strong written oral communication preferred amp grant contract writing participation state federal level building maintaining database statistical analysis plan workflow working nelson long term mission nelson scientific lab llc leverage state art molecular phenotyping technology biomarker development facilitate personalized medicine approach new nih award focus multi omics based biomarker device development prediction radiation induced heart dysfunction type full time schedule monday friday potomac md site eligibility permanent resident citizen united state america ability relocate willingness relocate start travel may involve occasional travel interested send resume cover letter infonelsonscilabscom nelson scientific lab llc e verified,MD
Data Scientist,Data Scientist,iSpot,"Bellevue, WA",95000.0 - 118000.0,1+,immigration authorization notice time ispot visa sponsorship immigration support applicant already authorized united state full time permanent basis without need current future sponsorship ispot competes best talent compensation package consist equity one seattle hottest start ups well standard benefit importantly really interesting working chance contribute success something great ispot empower advertiser measure true impact tv streaming campaignsfrom concept airing conversion fast accurate actionable measurement attribution solution enable advertiser evaluate creative effectiveness optimize medium plan attribute result across platform benchmarking competitor historical data real time performance insight seamlessly integrated across linear streaming tv ispot equips advertiser make swift confident decision drive impactful business result client data science dedicated delivering invaluable insight report client thrive innovation employing cutting edge technique empower client advance business comprising analyst data scientist engineer brings deep understanding medium landscape advanced data science technique strong coding fueled passion growth seeking passionate data scientist join dynamic client data science design develop custom report tailored ispot client providing insight need succeed looking someone share obsession data accuracy possesses insatiable curiosity learning tackling challenging goal fast paced environment join u collaborative environment contribution help drive innovation push boundary medium industry cant wait see youll make impact key member client data science variety critical task collaborating complex problem independently part writing optimizing r python sql script effective data processing adapting existing tool method meet evolving need balancing workload across various project leveraging solid machine learning statistical inform data driven decision collecting aggregating manipulating data multiple source applying analytical technique derive insight creating clear visualization report engaging internal external clarify address challenge develop tailored solution documenting project status update tool like jira communicating effectively diverse audience translating complex finding format written report presentation actively participating discussion support collaboration problem solving expected day consist people mentorship project leadership strategy planning prioritization internal client collaboration hand reporting coding debugging developing method etc year data science comparable field education bachelor degree quantitative social science field master preferred coding year coding year coding specifically r python coding intermediate coding python r leadership year project leadership technical knowledge intermediate knowledge data science modeling machine learning statistic communication exceptional written verbal communication internal external stakeholder level soft ispots client data science expects range soft limited critical thinking attention detail effective communication additionally following soft success prioritization accuracy flexibility adaptability resourcefulness logic target cash compensation range usd annually committed providing competitive market informed compensation cash compensation includes base variable commission employee eligible annual bonus target eligible addition cash compensation full time ispotters eligible participate ispots equity plan receive stock option non exempt also eligible pre approved overtime pay individual compensation package influenced different factor unique related reason total reward package go hybrid flexible workplace policy ispot support hybrid flexible workplace depending employee may designated full time part time office based fully remote hybrid schedule indicates office day home day best hybrid workplace allow flexibility also encouraging consistency local living surrounding area one office bellevue wa el segundo ca new york ny hybrid schedule coming local office day week office based located away office fully remote schedule question regarding exact detail hybrid flexible workplace policy please let recruiter know discus li remote dont feel met every single dont rule please anyway ispot applicant receive consideration employment without regard race ethnicity gender identity sexual orientation protected veteran status disability age legally protected status need assistance due disability application recruiting process please hr california resident applying ispot access california consumer privacy act,WA
Data Scientist,Data Scientist III,AccuWeather Careers,"State College, PA",,5+,accuweather looking experienced data scientist iii help push boundary weather prediction atmospheric data science youll develop advanced model analytics better forecast severe weather tropical storm high impact eventsturning massive datasets insight power decision across industry like retail energy advertising senior contributor youll build refine innovative solution also mentor teammate lead cross functional project present groundbreaking stakeholder scientific community unique combine expertise meteorology data science programming accuweathers unparalleled weather archive make global impact youre passionate solving complex problem advancing atmospheric science seeing directly influence world prepares responds weather want hear key develop enhance meteorological model datasets model leveraging accuweathers extensive data archive better predict weather phenomenon severe weather hail swath tropical storm path convective wind event analyze interpret validate model result inform data area improvement ensuring high accuracy reliability present finding internal external stakeholder highlighting behind analysis benefit accuweather data user support data operation data engineering feature extraction transformation loading etl various source optimizing efficiency meteorological consistency lead cross departmental initiative insight support diverse range business application across different industry sector retail advertising energy etc mentor guide data scientist ml engineer fostering collaborative inclusive environment advance field atmospheric data science original research peer reviewed publication active participation scientific conference professional community year applying advanced meteorological algorithm model similar technology support wide range weather impacted application strong emphasis operational forecasting severe weather analysis climate data science demonstrated success leading executing large scale meteorological project ideally production enterprise environment expert level proficiency meteorological datasets analytical technique data mining transformation verification hand remote sensing data satellite radar observational network advanced knowledge programming language python sql c sophisticated analysis model implementation familiarity big data technology spark preferred hand analyze large datasets efficiently proven ability translate complex business innovative effective weather data driven solution exceptional communication ability collaborate multidisciplinary convey complex concept non expert clearly effectively strong presentation articulate finding insight senior management external stakeholder accuweather recognized documented accurate used source weather forecast warning world saved life prevented injury people saved company ten billion dollar better planning decision making billion people around world rely accuweathers proven superior accuracy across consumer digital platform accuweathercom weather destination one top visited website world award winning accuweather app delivers detailed real time forecast million smartphones accuweather forecast also appear digital signage newspaper heard radio station viewed television station accuweather network accuweather now reach audience million cable streaming platform directv charter communication spectrum verizon philo frndly tv comcasts xfinity x xfinity stream roku xumo rockbot lg amazon freevee accuweather business serf half fortune company thousand business government agency globally dr joel myers founder executive chairman established accuweather considered father modern commercial meteorology myers leading creative thinker visionary called accurate man weather new york time recognized one top entrepreneur american history entrepreneur encyclopedia entrepreneur commitment diversity inclusion accuweather proud affirmative action committed employment applicant existing employee evaluate qualified applicant without regard race creed color national origin sex pregnancy gender identity expression sexual orientation age ancestry physical mental disability marital status political affiliation religion citizenship status genetic veteran status basis protected applicable federal state local law accuweather committed working providing individual disability need disability part employment process please send e mail humanresourcesaccuweathercom let u know nature request,PA
Data Scientist,Data Scientist/Database Engineer,"BlueHalo, an AV Company","Dayton, OH 45433",,3-7,bluehalo av company available data scientist database engineer join working wright patterson air force base dayton oh support research within human performance directorate th human performance wing individual aggregate integrate organize datasets repository generate insight using advanced data science method collaborate physiologist engineer report finding successful find novel biomechanical physiological insight complex data stream accomplish developing refining analytic data visualization tool automated process workflow perform big data analytics limited descriptive statistic trend modeling dose response modeling statistical analysis predictive algorithm development curate expand existing data bring phd data science related field year relevant professional proficiency statistical software r proficiency data science support biology physiology ability create maintain database using automation tool demonstrable essential programming language proficient technical writing presentation excellent communication organization working within government facility requires u citizenship education master better license certification clearance notify applicant right pursuant federal employment law please review know right notice department labor,OH
Data Scientist,Data Scientist,Boosted.ai,,155000.0 - 210000.0,4+,boostedai building ai purpose built finance help mission optimize investing boost productivity already trusted leading enterprise developer management boostedai fastest growing hedge fund global financial institution tool let user stay ahead competition ai believe modern investment professional win future finance using best tool unique competitive edge powered data experimentation automation boostedai platform use cut data overload outpace competitor reclaim time looking sharp low ego people help find edge boostedai best place customer love product adopted many biggest financial institution rapidly expanding firm growing lot x last year incredible culture customer keep applying well resourced lead investor innovator disruptors financial technology market spark capital twitter slack affirm ten cove capital plaid sentieo touchbistro portage venture wealthsimple borrowell nesto rbc royal bank canada looking data science olympian full funnel insight shaping best class data stack infrastructure asking right question running experiment delivering sharp analysis youll play pivotal driving strategic decision building data driven culture youll drive strategic insight full funnel insight process transforming data actionable recommendation go market product deliver clarity translate complex data finding simple actionable insight resonate technical non technical stakeholder set data infrastructure contribute building scaling data transformation orchestration capability ensuring accurate timely data delivery empower self serve analytics develop robust self serve analytics platform empowers access leverage data effectively champion data driven culture establish best practice encourage non data use insight effectively experiment design set experiment test hypothesis measure impact driving continuous improvement process product youll bring year expert sql python r robust understanding statistical machine learning method storytelling data transformation tool data orchestration tool compensation boostedai believe fair transparent compensation practice base range full time may vary depending range reflects minimum maximum target base new hire addition base employee eligible discretionary bonus program take account individual company performance participation equity program hiring process specific value guided set value core action define culture principle foundation committed upholding everything collaborative value know success come working together client centric focus always client consistently delivering value action oriented remove barrier seek improve measurable way accountable accountable hold accountable respectful proud respectful others opinion keep positive attitude offer want benefit reflect value offer following full time employee flexible unlimited medical dental vision benefit family life insurance disability benefit access k retirement saving plan u employee paid parental leave free access use boostedai alfa make money love energy person collaboration also offering flexibility home needed benefit detailed boostedais policy subject change time consistent term applicable compensation benefit plan eligible full time employee participate boostedais equity plan subject term applicable plan policy u working bring transformative power ai every organization world important u diversity employee represents diversity customer believe culture better encourage support respect different represented within encourage even doesnt precisely match strive evaluate applicant consistently without regard race color religion gender national origin age disability veteran status pregnancy gender expression identity sexual orientation citizenship legally protected class,
Data Scientist,Data Scientist,America Votes,"Washington, DC 20036",100000.0 - 115000.0,,organization overview america vote year round build representative democracy strengthen every american right vote win election key state america vote lead robust growing coalition progressive organization across country building coordinated plan executing shared strategy win election america vote provides range service partner strategic planning advocacy electoral campaign coordination data tool targeting service ground leadership state year america vote common link many influential impactful issue membership organization country serving coordination hub progressive community america vote brought together wide range cause built unified coalition transformed progressive community together america vote partner engaged community across country act critical issue fighting working family defending reproductive freedom protecting environment mobilized million voter racial equity statement leader collaborative effort mobilize voter protect voting right win election america vote committed advancing racial equity within organization across coalition acknowledge systematic racism permeates facet society right vote america vote also engaging understanding way gender sexuality oppression intersect race relationship impact inequity staff partner community engage face america vote strives model commitment racial equity internal external operation program partnership acknowledge inequitable structure continue exist moving forward sustained commitment time resource people challenge structural racism towards creating reflective organization democracy america vote looking data scientist join analytics cycle beyond ideal experienced professional prior data scientist analyst electoral context strong foundation statistic machine learning vision use data answer key question around targeting program logistics resource allocation estimate likelihood given voter seeing message coalition across mode field mail phone digital tv recommend partner open office maximize geographic reach coalition program analytics already includes data analyst focus data visualization voter reporting analytics engineer transforms voter file data base table using dbt data scientist looking teammate expand analysis toolkit using statistic machine learning help u deliver new insight faster rigor permanent report deputy national data targeting director union eligible lead analysis project ideation presentation av staff across department understand question plan execute analysis share result compelling deck memo visualization bring new method old question use machine learning analyze data national scale surface new insight program strategy tactic proactively look way improve existing product system eye toward automation rigor collaborate teammate analytics data support engineering implement change evaluate produce guidance predictive model use voter particular focus race equity consideration serve analytics leader coach stay research best practice pitch pair program train staff write code project could advanced method ensure racial equity integrated part data proactively look way advance america votess organizational commitment race equity additional assigned least two cycle data political campaign progressive organization especially analyst engineer data scientist expert sql worked cloud data warehouse comfortable writing optimizing complex query also sense sql isnt right tool strong r python lot writing code clean modular well documented track record using statistic machine learning deal messy data solve complex problem scale selecting right method implementing explaining result stakeholder balance creativity solid data science foundation project dont lend shelf machine learning solution often need evaluate combine multiple method service oriented approach data prioritizes collaboration supporting staff partner centering equity building long term ability irregular campaign style hour travel needed especially peak month electoral cycle nice deeper broader statistic machine learning especially geospatial data causal inference principal component analysis past creating complex data product bonus point youve used streamlit similar framework build product beyond typical dashboard scaling productionizing machine learning model mlops automating new data ingestion model update hiring process hiring manager resume review initial hiring manager interview min technical assessment flexible scheduling hour final interview minute reference check social medium vetting hybrid flexible travel reasonable access airport america vote office located dc az co fl ga mi mn nc nh nm nv oh pa wi america vote currently working hybrid fashion compensation depend upon applicant america vote offer competitive benefit package covering medical dentalvision insurance premium life insurance long term disability coverage monthly cell phone stipend personal professional development fund parental leave k four month continuous service organization america vote provides generous policy paid vacation paid sick leave personal day least federal paid holiday juneteenth paid organizational time least december january represented america vote worker union please submit copy resume cover letter three reference application website technical difficulty application please email recruitingamericavotesorg please note application received application website considered please email u application material america vote committed diverse inclusive equitable workplace america vote discriminate basis race color creed religion national ethnic origin sex sexual orientation gender identity expression age disability veteran status protected category local state federal law people color lgbtq individual disability neurodivergent individual strongly encouraged,DC
